관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편의시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48123-00024,청석,어린이공원,경상남도 창원시 성산구 반지동 51,경상남도 창원시 성산구 반지동 51,35.241186,128.6636617,5063,-,"조합놀이대, 흔들놀이기구, 시소",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00023,신덕,어린이공원,경상남도 창원시 성산구 사파동 18-1,경상남도 창원시 성산구 사파동 18-1,35.229849,128.697467,1362,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00022,다솜,어린이공원,경상남도 창원시 성산구 남양동 21,경상남도 창원시 성산구 남양동 21,35.212382,128.700975,3421,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 회전놀이기구, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00021,나래,어린이공원,경상남도 창원시 성산구 남양동 33,경상남도 창원시 성산구 남양동 33,35.2078314,128.703001,1337,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 회전놀이기구, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00020,창원묘지공원,묘지공원,경상남도 창원시 성산구 공단로 474번길 160,경상남도 창원시 성산구 상복동 591,35.19185782,128.6636211,499880,-,-,-,-,-,2006-05-04,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00019,209호,소공원,경상남도 창원시 성산구 사파동 24-5,경상남도 창원시 성산구 사파동 24-5,35.228231,128.699087,529,-,-,화장실,-,-,2009-11-12,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00018,49호,소공원,경상남도 창원시 성산구 성주동 80,경상남도 창원시 성산구 성주동 80,35.187852,128.707491,3463,-,-,-,-,-,2013-05-16,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00017,39호,소공원,경상남도 창원시 성산구 불모산동 331-2,경상남도 창원시 성산구 불모산동 331-2,35.188731,128.723793,866,-,-,-,-,-,2011-01-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00026,금강,어린이공원,경상남도 창원시 성산구 반지동 64-1,경상남도 창원시 성산구 반지동 64-1,35.23882765,128.6640642,2231,-,"조합놀이대, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00025,31호,어린이공원,경상남도 창원시 성산구 반지동 53-3,경상남도 창원시 성산구 반지동 53-3,35.24104267,128.6648406,1648,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00045,99호,어린이공원,경상남도 창원시 성산구 성주동 172,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521,-,"조합놀이대, 흔들놀이기구",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00044,성주,어린이공원,경상남도 창원시 성산구 성주동 161,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690,-,"조합놀이대, 흔들놀이기구, 그네",-,-,바닥분수,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00043,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915,-,-,-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00042,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589,-,"조합놀이대, 흔들놀이기구, 미끄럼틀",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00041,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.702331,333,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00040,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 회전놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00039,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436,-,"조합놀이대, 흔들놀이기구, 공중놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00038,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,경상남도 창원시 성산구 상남동 85-4,35.218122,128.685631,1659,-,-,-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00037,안민,어린이공원,경상남도 창원시 성산구 안민동 194,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580,-,"조합놀이대, 흔들놀이기구",-,-,-,1996-04-20,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00036,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00008,양곡공원,근린공원,경상남도 창원시 성산구 양곡동 1089,경상남도 창원시 성산구 양곡동 1089,35.182773,128.6432,640330,-,-,-,-,-,2009-04-02,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00007,남지공원,근린공원,경상남도 창원시 성산구 성산패총로 2,경상남도 창원시 성산구 상복동 58-2,35.195666,128.671599,1134813,-,-,-,-,-,2009-04-02,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00038,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,경상남도 창원시 성산구 상남동 85-4,35.218122,128.685631,1659,-,-,-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00037,안민,어린이공원,경상남도 창원시 성산구 안민동 194,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580,-,"조합놀이대, 흔들놀이기구",-,-,-,1996-04-20,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00036,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00035,강정,어린이공원,경상남도 창원시 성산구 창이대로684번길 30,경상남도 창원시 성산구 사파동 115,35.22235512,128.6968659,3686,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00034,개월,어린이공원,경상남도 창원시 성산구 사파동 109-1,경상남도 창원시 성산구 사파동 109-1,35.220721,128.699074,1495,-,"조합놀이대, 흔들놀이기구, 시소",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00014,마산-자산공원,어린이공원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,35.201271,128.560392,20915,게이터볼장 1면,조합놀이대 1개,"주차장 1개소, 화장실 1동, 음수대 1개",야외무대,"육각정자 1동, 파고라 1동, 운동기구 8개",1979-05-24,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00013,마산-어린이공원-5,어린이공원,경상남도 창원시 마산합포구 우산동 149번지,경상남도 창원시 마산합포구 우산동 149번지,35.15341,128.554695,1637,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,파고라 3동,2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00012,마산-어린이공원-4,어린이공원,경상남도 창원시 마산합포구 현동 1586번지,경상남도 창원시 마산합포구 현동 1586번지,35.14004,128.560107,2680,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 3동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00011,마산-어린이공원-3,어린이공원,경상남도 창원시 마산합포구 현동 1277번지,경상남도 창원시 마산합포구 현동 1277번지,35.146177,128.550638,4845,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,"팔각정자 1동, 파고라 1동, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00010,마산-어린이공원-1,어린이공원,경상남도 창원시 마산합포구 현동 220번지,경상남도 창원시 마산합포구 현동 220번지,35.143427,128.55803,2057,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 2동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48121-00080,무동3호,어린이공원,경상남도 창원시 의창구 북면 무동리 121-4,경상남도 창원시 의창구 북면 무동리 121-4,35.31995929,128.5819532,10114,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00079,무동2호,어린이공원,경상남도 창원시 의창구 북면 무동리 150-2,경상남도 창원시 의창구 북면 무동리 150-2,35.315321,128.5824059,1500,-,"조합놀이대1, 회전기구1, 흔들기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00078,무동1호,어린이공원,경상남도 창원시 의창구 북면 무동리 124-3,경상남도 창원시 의창구 북면 무동리 124-3,35.317566,128.5821986,1500,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00077,동전1호,어린이공원,경상남도 창원시 의창구 북면 동전리 467-7,경상남도 창원시 의창구 북면 동전리 467-7,35.316069,128.598562,1538,-,"조합놀이대1, 흔들기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00076,203호,어린이공원,경상남도 창원시 의창구 북면 감계리231-6,경상남도 창원시 의창구 북면 감계리231-6,35.304467,128.59967,5849,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00075,191호,어린이공원,경상남도 창원시 의창구 북면 감계리 228,경상남도 창원시 의창구 북면 감계리 228,35.30296292,128.5930344,5662,다목적구장1,조합놀이대1,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00074,120호,어린이공원,경상남도 창원시 의창구 북면 감계리 238-10,경상남도 창원시 의창구 북면 감계리 238-10,35.29974134,128.5954905,3186,-,조합놀이대2,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00073,119호,어린이공원,경상남도 창원시 의창구 북면 감계리 266-2,경상남도 창원시 의창구 북면 감계리 266-2,35.298927,128.592157,1862,-,조합놀이대1,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00072,거님길 가족쉼터,어린이공원,경상남도 창원시 의창구 명서동 111-4,경상남도 창원시 의창구 명서동 111-4,35.242723,128.641202,1607,-,"조합놀이대1, 그네1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48123-00033,구지,어린이공원,경상남도 창원시 성산구 사파동 72-1,경상남도 창원시 성산구 사파동 72-1,35.221766,128.702304,2936,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00032,고산마을,어린이공원,경상남도 창원시 성산구 사파동 44-5,경상남도 창원시 성산구 사파동 44-5,35.228463,128.701862,1417,-,"조합놀이대, 그네, 건너는기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00031,대암,어린이공원,경상남도 창원시 성산구 대방동 370-3,경상남도 창원시 성산구 대방동 370-3,35.20650394,128.7110406,2092,-,"조합놀이대, 흔들놀이기구, 그네",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00030,여우비,어린이공원,경상남도 창원시 성산구 중앙동 20-2,경상남도 창원시 성산구 중앙동 20-2,35.227363,128.675114,5403,-,"조합놀이대, 흔들놀이기구, 회전놀이기구, 그네",-,-,바닥분수,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00029,비둘기,어린이공원,경상남도 창원시 성산구 외동반림로 54번길 13-14,경상남도 창원시 성산구 중앙동 34-1,35.22436456,128.6744985,2882,-,"조합놀이대, 흔들놀이기구, 회전놀이기구",-,-,-,1986-03-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00048,푸른,어린이공원,경상남도 창원시 성산구 신촌동 33-3,경상남도 창원시 성산구 신촌동 33-3,35.201191,128.6282663,779,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00047,쉼터,어린이공원,경상남도 창원시 성산구 신촌동 34-4,경상남도 창원시 성산구 신촌동 34-4,35.201475,128.628244,781,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00046,웅남,어린이공원,경상남도 창원시 성산구 신촌동 22-2,경상남도 창원시 성산구 신촌동 22-2,35.201375,128.628761,1787,-,-,-,-,-,2001-05-29,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00037,문화공원(창원덴소도시첨단산업단지),문화공원,경상남도 창원시 마산합포구 우산동 300-3번지,경상남도 창원시 마산합포구 우산동 300-3번지,35.156485,128.55017,7208,"농구장 1면, 족구장 2면, 테니스장 1면, 배더민턴장 2면",-,-,우산동 유적 전시물,"파고라 3동, 운동기구 6개",2013-05-16,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00036,마산-진전2호공원,어린이공원,경상남도 창원시 마산합포구 진전면 오서리 1763-2번지,경상남도 창원시 마산합포구 진전면 오서리 1763-2번지,35.100925,128.417423,755,-,"시소 2개, 흔들놀이 3개",-,-,"육각정자 1동, 운동기구 3개",2002-01-17,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00035,마산-진북2호공원,어린이공원,경상남도 창원시 마산합포구 진북면 지산1길 71,경상남도 창원시 마산합포구 진북면 지산리 226-19번지 일원,35.115664,128.464534,1770,-,-,"화장실 1동, 음수대 1개",평화통일 기념비,"사각정자 3동, 운동기구 9개, 농구대 2개",2002-01-17,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00034,마산-진동4호공원(77호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 140번지 일원,경상남도 창원시 마산합포구 진동면 진동리 140번지 일원,35.114883,128.490649,2800,-,"조합놀이대 2개, 그네 1개, 흔들놀이 5개",-,-,"파고라 3동, 운동기구 5개",2008-09-11,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00033,마산-진동2호공원(75호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 622번지,경상남도 창원시 마산합포구 진동면 진동리 622번지,35.119831,128.487423,2200,-,"조합놀이대 1개, 흔들놀이 3개",-,-,"파고라 2동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00032,마산-진동1호공원(74호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 430번지,경상남도 창원시 마산합포구 진동면 진동리 430번지,35.117282,128.486814,2100,-,"조합놀이대 1개, 시소 2개, 그네 2개, 흔들놀이 5개",-,-,"파고라 3동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00031,마산-어린이공원-85,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,35.140232,128.481395,5874,"농구장 1면, 족구장 1면, 배더민턴장 1면",-,-,-,"파고라 2동, 운동기구 6개",2009-05-21,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48123-00016,31호,소공원,경상남도 창원시 성산구 상남동 65-3,경상남도 창원시 성산구 상남동 65-3,35.216122,128.678004,2724,-,-,-,-,-,2009-11-12,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00015,22호,소공원,경상남도 창원시 성산구 성주동 165,경상남도 창원시 성산구 성주동 165,35.194779,128.714541,709,-,-,-,-,-,2008-06-12,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00014,1호,소공원,경상남도 창원시 성산구 성주동 118-7,경상남도 창원시 성산구 성주동 118-7,35.19824135,128.7095604,1131,-,-,-,-,-,2009-12-31,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00013,대방체육공원,체육공원,경상남도 창원시 성산구 대방동 256,경상남도 창원시 성산구 대방동 256,35.216075,128.7118792,530000,"농구장, 배드민턴장, 족구장, 축구장, 테니스장",-,화장실,-,-,1997-02-28,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00012,기업사랑공원,근린공원,경상남도 창원시 성산구 가음정동 114-4,경상남도 창원시 성산구 가음정동 114-4,35.209588,128.686545,63214,-,조합놀이대,-,-,-,2016-01-07,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00011,신촌공원,근린공원,경상남도 창원시 성산구 양곡동 815,경상남도 창원시 성산구 양곡동 815,35.21098936,128.621328,42000,-,-,-,-,-,2009-06-11,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00010,월림공원,근린공원,경상남도 창원시 성산구 창곡동 산12,경상남도 창원시 성산구 창곡동 산12,35.207928,128.646931,246340,-,-,-,-,-,1985-11-27,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00009,토월공원,근린공원,경상남도 창원시 성산구 사파동 160-1,경상남도 창원시 성산구 사파동 160-1,35.230526,128.697166,591693,배드민턴장,-,-,-,-,2009-04-02,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00045,99호,어린이공원,경상남도 창원시 성산구 성주동 172,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521,-,"조합놀이대, 흔들놀이기구",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00044,성주,어린이공원,경상남도 창원시 성산구 성주동 161,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690,-,"조합놀이대, 흔들놀이기구, 그네",-,-,바닥분수,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00043,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915,-,-,-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00042,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589,-,"조합놀이대, 흔들놀이기구, 미끄럼틀",-,-,-,1999-06-25,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00041,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.702331,333,-,"조합놀이대, 흔들놀이기구, 시소, 그네",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00040,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807,-,"조합놀이대, 흔들놀이기구, 시소, 그네, 회전놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48123-00039,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436,-,"조합놀이대, 흔들놀이기구, 공중놀이기구",-,-,-,1994-04-01,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00018,마산-50호공원,어린이공원,경상남도 창원시 마산합포구 자산동 23-4번지,경상남도 창원시 마산합포구 자산동 23-4번지,35.206094,128.563011,1665,-,"조합놀이대 1개, 4인시소 1개",-,-,"파고라 1동, 농구대 1개, 운동기구 3개",1986-11-28,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00017,마산-42호공원,어린이공원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,35.214707,128.563383,1500,"족구장 1면, 배더민턴장 2면",-,-,-,운동기구 10개,1976-12-09,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48123-00049,고산정,어린이공원,경상남도 창원시 성산구 사파동 33-21,경상남도 창원시 성산구 사파동 33-21,35.23028169,128.7011211,1253,-,"조합놀이대, 흔들놀이기구",-,-,-,2001-02-15,경상남도 창원시청,055-272-4506,2019-09-24,5670000,경상남도 창원시
48125-00016,마산-32호공원,어린이공원,경상남도 창원시 마산합포구 산호동 56-7번지,경상남도 창원시 마산합포구 산호동 56-7번지,35.217638,128.578533,673,-,조합놀이대 1개,-,-,운동기구 3개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00015,마산-31호공원,어린이공원,경상남도 창원시 마산합포구 산호북10길 5-1,경상남도 창원시 마산합포구 산호동 22-8번지,35.218705,128.583249,678,-,"조합놀이대 1개, 그네 1개",-,-,운동기구 1개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48127-00025,제34호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,35.221479,128.572667,817,-,조합놀이대,-,-,-,1969-12-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00024,제33호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동11길 2 일원,"경상남도 창원시 마산회원구 회원동 52-9, 10, 11번지 일원",35.218414,128.573891,833,-,조합놀이대,-,-,-,1969-12-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00023,제30호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,35.220902,128.598146,463,-,"조합놀이대, 시소",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00022,제29호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,35.222829,128.596884,531,-,"조합놀이대, 시소",-,-,-,1976-12-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00021,제27호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,35.235417,128.588431,596,-,조합놀이대,-,-,-,1974-03-23,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48127-00020,제26호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕북16길 49,경상남도 창원시 마산회원구 양덕동 94-13번지 일원,35.23498233,128.5844431,973,-,조합놀이대,-,-,-,1970-01-09,경상남도 창원시청,055-230-4504,2019-09-24,5670000,경상남도 창원시
48125-00009,마산-근린공원-26(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1288번지 일원,경상남도 창원시 마산합포구 현동 1288번지 일원,35.146073,128.548538,9598,-,-,-,-,"사각파고라 2동, 저류지, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00008,마산-근린공원-6(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1294번지 일원,경상남도 창원시 마산합포구 현동 1294번지 일원,35.148049,128.55783,73780,배더민턴장 1면,-,"화장실 1동, 전망대 1개소, 급수시설 1개",환호유적지,"파고라 9동, 셀터 2동, 운동기구 12개, 저류지",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00007,마산-만날공원,근린공원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,35.184713,128.548632,103000,"족구장 1면, 정구장 3면",전통그네,"주차장 1개소, 화장실 1동, 음수대 2개","야외무대, 전통놀이마당, 시비","육각정자 2동, 사각정자 1동 파고라 1동, 운동기구 23개",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00006,마산-서항공원-12호공원,근린공원,경상남도 창원시 마산합포구 해운동 54번지,경상남도 창원시 마산합포구 해운동 54번지,35.176497,128.566052,10887,"농구장 1면, 족구장 1면, 배더민턴장 2면, 인라인스케이트장",-,"주차장 1개소, 화장실 1동, 음수대 1개",-,"사각파고라 4동, 운동기구 11개, 지압보도",1994-07-12,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00005,마산-진동공원,근린공원,경상남도 창원시 마산합포구 노산북8길 49-3,경상남도 창원시 마산합포구 진동면 진동리 56-1번지 일원,35.119768,128.49135,113530,농구장 1면,-,"주차장 1개소, 화장실 1동, 음수대 1개",-,"육각정자 1동, 사각파고라 5동, 운동기구 10개",1978-12-13,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00004,마산-추산공원,근린공원,경상남도 창원시 마산합포구 문신길 105,경상남도 창원시 마산합포구 추산동 54-36번지 일원,35.20567103,128.5689093,144050,"테니스장 3면, 배더민턴장",-,"주차장 3개소, 화장실 1동, 음수대 1개","마산박물관, 문신미술관, 회원현성지, 망루, 설치미술작품",플라워형 파고라 1동,1964-08-06,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00003,마산-노비산공원,근린공원,경상남도 창원시 마산합포구 노산북8길 49-1,경상남도 창원시 마산합포구 상남동 58-8번지 일원,35.2141073,128.5741319,11088,-,-,"주차장 1개소, 화장실 1동",마산문화관,"육각정자 1동, 사각파고라 2동, 운동기구 15개",2003-03-10,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
